image_id,pred_label,prob_normal,prob_tumor,confidence,uncertainty,tumor_area_pct,aggressiveness,aggressiveness_mean_intensity,review_flag,heatmap_file,timestamp_utc
6b10bcf0c6b7ce1c394ee8b8e0f3e94f3bb2674f.tif,Normal,0.895328938961029,0.10467108339071274,0.895328938961029,0.4836300477291571,23.12282986111111,High,0.6986212730407715,False,6b10bcf0c6b7ce1c394ee8b8e0f3e94f3bb2674f_heatmap_20251021T135717Z.png,2025-10-21T13:57:19.157629
33c42975fcb47a298836da5ad9cd41b0338c722c.tif,Tumor,0.00536023173481226,0.9946398138999939,0.9946398138999939,0.04814720416728807,37.39149305555556,High,0.6914392709732056,False,33c42975fcb47a298836da5ad9cd41b0338c722c_heatmap_20251021T135717Z.png,2025-10-21T13:57:19.208539
d48840ef793bf308436d75ecb1bdc27ec6f4a632.tif,Normal,0.9978681802749634,0.002131818328052759,0.9978681802749634,0.02198940076964798,12.847222222222221,High,0.7176234126091003,False,d48840ef793bf308436d75ecb1bdc27ec6f4a632_heatmap_20251021T135717Z.png,2025-10-21T13:57:19.255690
46475b154d30a4ee02eae240a38b880d8deb4123.tif,Tumor,7.801181345712394e-05,0.9999220371246338,0.9999220371246338,0.0011770174356358462,22.591145833333336,High,0.7083538174629211,False,46475b154d30a4ee02eae240a38b880d8deb4123_heatmap_20251021T135717Z.png,2025-10-21T13:57:19.301106
c0ed3ae2abf1a01c46641914e0a3755183232f68.tif,Tumor,5.215047735873668e-07,0.9999995231628418,0.9999995231628418,1.1572160330004719e-05,34.71137152777778,High,0.7035294771194458,False,c0ed3ae2abf1a01c46641914e0a3755183232f68_heatmap_20251021T135717Z.png,2025-10-21T13:57:19.346321
202d6f42c7da88008edb1aef71ad05b150fc502a.tif,Tumor,0.007706673350185156,0.9922933578491211,0.9922933578491211,0.06517373382774218,22.005208333333336,High,0.7169833779335022,False,202d6f42c7da88008edb1aef71ad05b150fc502a_heatmap_20251021T135717Z.png,2025-10-21T13:57:19.391996
bc7dd2df704107d5191e93c0c6c78f35435f52bc.tif,Tumor,0.1050635427236557,0.8949364423751831,0.8949364423751831,0.48484420224858404,26.432291666666668,High,0.6659902930259705,False,bc7dd2df704107d5191e93c0c6c78f35435f52bc_heatmap_20251021T135717Z.png,2025-10-21T13:57:19.437244
83c7a88fd233472e0e5a50f078f8017025c49b78.tif,Normal,0.9947795867919922,0.005220428109169006,0.9947795867919922,0.04709105333388325,39.37717013888889,High,0.7006427645683289,False,83c7a88fd233472e0e5a50f078f8017025c49b78_heatmap_20251021T135717Z.png,2025-10-21T13:57:19.482989
a497b2368186cb9e71185afc48d26a755c0bc6e1.tif,Normal,0.9999589920043945,4.0962921048048884e-05,0.9999589920043945,0.0006562085798480407,23.133680555555554,High,0.6955949068069458,False,a497b2368186cb9e71185afc48d26a755c0bc6e1_heatmap_20251021T135717Z.png,2025-10-21T13:57:19.530008
ea2100adeb9b49c327523d4739d12d93d0ae883b.tif,Normal,0.9901948571205139,0.00980514008551836,0.9901948571205139,0.07949855577904928,42.7734375,High,0.7009894251823425,False,ea2100adeb9b49c327523d4739d12d93d0ae883b_heatmap_20251021T135717Z.png,2025-10-21T13:57:19.574481
